Sample, R1, STROBE, L
492800, 0, 0, 0
493479, 0, 1, 1
493485, 0, 0, 1
493489, 0, 1, 1
493495, 0, 0, 1
493500, 0, 1, 1
493505, 0, 0, 1
493510, 0, 1, 1
493516, 0, 0, 1
493520, 0, 1, 1
493526, 0, 0, 1
493530, 0, 1, 1
493536, 0, 0, 1
493541, 0, 1, 1
493546, 0, 0, 1
493551, 0, 1, 1
493557, 0, 0, 1
493561, 0, 1, 1
493567, 0, 0, 1
493571, 0, 1, 1
493577, 0, 0, 1
493582, 0, 1, 1
493587, 0, 0, 1
493592, 0, 1, 1
493598, 0, 0, 1
493602, 0, 1, 1
493608, 0, 0, 1
493612, 0, 1, 1
493618, 0, 0, 1
493622, 0, 0, 0
493704, 0, 0, 1
493705, 0, 1, 1
493710, 0, 0, 1
493715, 0, 1, 1
493720, 0, 0, 1
493725, 0, 1, 1
493731, 0, 0, 1
493735, 0, 1, 1
493741, 0, 0, 1
493746, 0, 1, 1
493751, 0, 0, 1
493756, 0, 1, 1
493761, 0, 0, 1
493766, 0, 1, 1
493772, 0, 0, 1
493776, 0, 1, 1
493782, 0, 0, 1
493786, 0, 1, 1
493792, 0, 0, 1
493797, 0, 1, 1
493802, 0, 0, 1
493807, 0, 1, 1
493813, 0, 0, 1
493817, 0, 1, 1
493823, 0, 0, 1
493827, 0, 0, 0
493909, 0, 1, 0
493915, 0, 0, 0
493919, 0, 0, 1
493920, 0, 1, 1
493925, 0, 0, 1
493930, 0, 1, 1
493935, 0, 0, 1
493940, 0, 1, 1
493946, 0, 0, 1
493950, 0, 0, 0
494032, 0, 1, 1
494038, 0, 0, 1
494042, 0, 1, 1
494048, 0, 0, 1
494053, 0, 1, 1
494058, 0, 0, 1
494063, 0, 1, 1
494069, 0, 0, 1
494073, 0, 1, 1
494079, 0, 0, 1
494083, 0, 1, 1
494089, 0, 0, 1
494094, 0, 1, 1
494099, 0, 0, 1
494104, 0, 1, 1
494110, 0, 0, 1
494114, 0, 1, 1
494120, 0, 0, 1
494124, 0, 1, 1
494130, 0, 0, 1
494135, 0, 1, 1
494140, 0, 0, 1
494145, 0, 1, 1
494150, 0, 0, 1
494155, 0, 1, 1
494161, 0, 0, 1
494165, 0, 1, 1
494171, 0, 0, 1
494175, 0, 0, 0
494258, 0, 1, 0
494263, 0, 0, 0
494268, 0, 1, 0
494273, 0, 0, 0
494278, 0, 1, 0
494284, 0, 0, 0
494288, 0, 1, 0
494294, 0, 0, 0
494298, 0, 1, 0
